name,station_name_combined,station_number,district,religion,gender,to_register,from_register,room,station_name,maps,coordinates
ناخبو الطائفة مختلط من سجل ١ إلى سجل ٥,"ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني غرفة رقم
 ١٢",469,رأس بيروت,مختلط,ذكر,5,1,"غرفة رقم
 ١٢",ثانوية رأس بيروت – منطقة الحمراء –  شارع الصيداني,https://maps.app.goo.gl/mxsQAKDYttakEJB2A,"33.89832149209044, 35.47920656788924"
ناخبو الطائفة سني من سجل ١ إلى سجل ٨٠,ثانوية علي بن ابي طالب غرفة رقم ١,49,اشرفية,سني,ذكر,80,1,غرفة رقم ١,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبو الطائفة سني من سجل ٨١ إلى سجل ١٧٤,ثانوية علي بن ابي طالب غرفة رقم ٢,50,اشرفية,سني,ذكر,174,81,غرفة رقم ٢,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبو الطائفة سني من سجل ١٧٥ إلى سجل ٢٥٩,ثانوية علي بن ابي طالب غرفة رقم ٣,51,اشرفية,سني,ذكر,259,175,غرفة رقم ٣,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبو الطائفة سني من سجل ٢٦٠ إلى سجل ٤١٧,ثانوية علي بن ابي طالب غرفة رقم ٤,52,اشرفية,سني,ذكر,417,260,غرفة رقم ٤,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبو الطائفة سني من سجل ٤١٨ إلى سجل ٥٨٣,ثانوية علي بن ابي طالب غرفة رقم ٥,53,اشرفية,سني,ذكر,583,418,غرفة رقم ٥,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبات الطائفة سني من سجل ١ إلى سجل ٧٣,ثانوية علي بن ابي طالب غرفة رقم ٦,54,اشرفية,سني,أنثى,73,1,غرفة رقم ٦,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبات الطائفة سني من سجل ٧٥ إلى سجل ١٤٠,ثانوية علي بن ابي طالب غرفة رقم ٧,55,اشرفية,سني,أنثى,140,75,غرفة رقم ٧,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبات الطائفة سني من سجل ١٤٢ إلى سجل ٢١٢,ثانوية علي بن ابي طالب غرفة رقم ٨,56,اشرفية,سني,أنثى,212,142,غرفة رقم ٨,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبات الطائفة سني من سجل ٢١٤ إلى سجل ٣٠٧,ثانوية علي بن ابي طالب غرفة رقم ٩,57,اشرفية,سني,أنثى,307,214,غرفة رقم ٩,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبات الطائفة سني من سجل ٣٠٩ إلى سجل ٤٢٩,ثانوية علي بن ابي طالب غرفة رقم ١٠,58,اشرفية,سني,أنثى,429,309,غرفة رقم ١٠,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبات الطائفة سني من سجل ٤٣٠ إلى سجل ٥٨٣,ثانوية علي بن ابي طالب غرفة رقم ١١,59,اشرفية,سني,أنثى,583,430,غرفة رقم ١١,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبو الطائفة درزي من سجل ١ إلى سجل ٥٤,ثانوية علي بن ابي طالب غرفة رقم ١٢,60,اشرفية,درزي,ذكر,54,1,غرفة رقم ١٢,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبو الطائفة سريان ارثوذكس من سجل ١ إلى سجل ١٦٣,ثانوية علي بن ابي طالب غرفة رقم ١٢,60,اشرفية,سريان ارثوذكس,ذكر,163,1,غرفة رقم ١٢,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبات الطائفة درزي من سجل ١ إلى سجل ٥٤,ثانوية علي بن ابي طالب غرفة رقم ١٣,61,اشرفية,درزي,أنثى,54,1,غرفة رقم ١٣,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبات الطائفة سريان ارثوذكس من سجل ١ إلى سجل ١٧٣,ثانوية علي بن ابي طالب غرفة رقم ١٣,61,اشرفية,سريان ارثوذكس,أنثى,173,1,غرفة رقم ١٣,ثانوية علي بن ابي طالب,https://maps.app.goo.gl/kRfw7T2M6PqRuukh6,"33.887943482887586, 35.50720083781049"
ناخبو الطائفة سني من سجل ١ إلى سجل ٨٤,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ١,113,المزرعة,سني,ذكر,84,1,غرفة رقم ١,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٨٥ إلى سجل ١٨٣,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ٢,114,المزرعة,سني,ذكر,183,85,غرفة رقم ٢,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ١٨٤ إلى سجل ٢٥٦,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ٣,115,المزرعة,سني,ذكر,256,184,غرفة رقم ٣,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٢٥٧ إلى سجل ٣٤٩,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ٤,116,المزرعة,سني,ذكر,349,257,غرفة رقم ٤,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٣٥٠ إلى سجل ٤١٥,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ٥,117,المزرعة,سني,ذكر,415,350,غرفة رقم ٥,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٤١٦ إلى سجل ٥٠٠,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ٦,118,المزرعة,سني,ذكر,500,416,غرفة رقم ٦,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٥٠١ إلى سجل ٥٨٠,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ٧,119,المزرعة,سني,ذكر,580,501,غرفة رقم ٧,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٥٨١ إلى سجل ٦٤٧,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ٨,120,المزرعة,سني,ذكر,647,581,غرفة رقم ٨,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٦٤٨ إلى سجل ٧١٥,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ٩,121,المزرعة,سني,ذكر,715,648,غرفة رقم ٩,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٧١٦ إلى سجل ٧٩٠,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ١٠,122,المزرعة,سني,ذكر,790,716,غرفة رقم ١٠,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٧٩٢ إلى سجل ٨٥٣,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ١١,123,المزرعة,سني,ذكر,853,792,غرفة رقم ١١,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٨٥٥ إلى سجل ٩٠٥,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ١٢,124,المزرعة,سني,ذكر,905,855,غرفة رقم ١٢,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٩٠٦ إلى سجل ٩٦٧,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ١٣,125,المزرعة,سني,ذكر,967,906,غرفة رقم ١٣,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ٩٦٨ إلى سجل ١٠٣٢,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ١٤,126,المزرعة,سني,ذكر,1032,968,غرفة رقم ١٤,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ١٠٣٣ إلى سجل ١١٠١,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ١٥,127,المزرعة,سني,ذكر,1101,1033,غرفة رقم ١٥,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ١١٠٢ إلى سجل ١١٧٠,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا غرفة رقم ١٦,128,المزرعة,سني,ذكر,1170,1102,غرفة رقم ١٦,ثانوية عمر فروخ الرسمية للبنات مستديرة الكولا,https://maps.app.goo.gl/qDVzRqdvU6ANBajv6,"33.87284405047719, 35.495455894332615"
ناخبو الطائفة سني من سجل ١١٧٢ إلى سجل ١٢٥١,"ثانوية فخر الدين المعني للبنات –  شارع عبد الغني غرفة رقم
 ١",129,المزرعة,سني,ذكر,1251,1172,"غرفة رقم
 ١",ثانوية فخر الدين المعني للبنات –  شارع عبد الغني,https://maps.app.goo.gl/RRoNSZrvECTRPSfp7,"33.88300709833936, 35.50110772874529"
ناخبو الطائفة سني من سجل ١٢٥٢ إلى سجل ١٣٣٦,"ثانوية فخر الدين المعني للبنات –  شارع عبد الغني غرفة رقم
 ٢",130,المزرعة,سني,ذكر,1336,1252,"غرفة رقم
 ٢",ثانوية فخر الدين المعني للبنات –  شارع عبد الغني,https://maps.app.goo.gl/RRoNSZrvECTRPSfp7,"33.88300709833936, 35.50110772874529"
ناخبو الطائفة سني من سجل ١٣٣٧ إلى سجل ١٤١١,"ثانوية فخر الدين المعني للبنات –  شارع عبد الغني غرفة رقم
 ٣",131,المزرعة,سني,ذكر,1411,1337,"غرفة رقم
 ٣",ثانوية فخر الدين المعني للبنات –  شارع عبد الغني,https://maps.app.goo.gl/RRoNSZrvECTRPSfp7,"33.88300709833936, 35.50110772874529"
ناخبو الطائفة سني من سجل ١٤١٢ إلى سجل ١٤٩٩,"ثانوية فخر الدين المعني للبنات –  شارع عبد الغني غرفة رقم
 ٤",132,المزرعة,سني,ذكر,1499,1412,"غرفة رقم
 ٤",ثانوية فخر الدين المعني للبنات –  شارع عبد الغني,https://maps.app.goo.gl/RRoNSZrvECTRPSfp7,"33.88300709833936, 35.50110772874529"
ناخبو الطائفة سني من سجل ١٥٠٠ إلى سجل ١٥٥٩,"ثانوية فخر الدين المعني للبنات –  شارع عبد الغني غرفة رقم
 ٥",133,المزرعة,سني,ذكر,1559,1500,"غرفة رقم
 ٥",ثانوية فخر الدين المعني للبنات –  شارع عبد الغني,https://maps.app.goo.gl/RRoNSZrvECTRPSfp7,"33.88300709833936, 35.50110772874529"
ناخبو الطائفة سني من سجل ١٥٦٠ إلى سجل ١٦٢٣,"ثانوية فخر الدين المعني للبنات –  شارع عبد الغني غرفة رقم
 ٦",134,المزرعة,سني,ذكر,1623,1560,"غرفة رقم
 ٦",ثانوية فخر الدين المعني للبنات –  شارع عبد الغني,https://maps.app.goo.gl/RRoNSZrvECTRPSfp7,"33.88300709833936, 35.50110772874529"
ناخبو الطائفة سني من سجل ١٦٢٤ إلى سجل ١٦٨٨,"ثانوية فخر الدين المعني للبنات –  شارع عبد الغني غرفة رقم
 ٧",135,المزرعة,سني,ذكر,1688,1624,"غرفة رقم
 ٧",ثانوية فخر الدين المعني للبنات –  شارع عبد الغني,https://maps.app.goo.gl/RRoNSZrvECTRPSfp7,"33.88300709833936, 35.50110772874529"
ناخبو الطائفة سني من سجل ١٦٩٢ إلى سجل ١٧٨٩,"ثانوية فخر الدين المعني للبنات –  شارع عبد الغني غرفة رقم
 ٨",136,المزرعة,سني,ذكر,1789,1692,"غرفة رقم
 ٨",ثانوية فخر الدين المعني للبنات –  شارع عبد الغني,https://maps.app.goo.gl/RRoNSZrvECTRPSfp7,"33.88300709833936, 35.50110772874529"
ناخبو الطائفة سني من سجل ١٧٩٠ إلى سجل ١٨٦٢,"ثانوية فخر الدين المعني للبنات –  شارع عبد الغني غرفة رقم
 ٩",137,المزرعة,سني,ذكر,1862,1790,"غرفة رقم
 ٩",ثانوية فخر الدين المعني للبنات –  شارع عبد الغني,https://maps.app.goo.gl/RRoNSZrvECTRPSfp7,"33.88300709833936, 35.50110772874529"
